TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionTime,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,AmountBalance,TransactionPreviousDifferenceDays
TX001359,AC00077,20.62,21-06-2023,17:10:00,Credit,Philadelphia,D000627,184.59.28.72,M014,ATM,35,Doctor,225,1,12500.8,0.001649494,501.6239699
TX001360,AC00113,174.39,09-01-2023,16:08:00,Debit,San Francisco,D000078,98.255.160.110,M015,ATM,19,Student,36,1,1127.08,0.15472726,664.6681597
TX001361,AC00391,7.86,16-10-2023,16:47:00,Credit,Sacramento,D000065,201.113.165.203,M053,Branch,76,Retired,91,1,3621.98,0.002170084,384.6393056
TX001362,AC00136,61.98,03-01-2023,18:18:00,Debit,Denver,D000376,20.147.6.179,M038,Online,49,Engineer,44,1,5212.28,0.011891149,670.5768634
TX001363,AC00204,54.85,05-09-2023,16:05:00,Credit,San Francisco,D000287,214.67.148.245,M071,Branch,58,Retired,40,1,2727.45,0.020110359,425.6691898
TX001364,AC00089,204.7,21-09-2023,16:08:00,Debit,Oklahoma City,D000359,141.201.46.191,M032,Branch,49,Doctor,95,5,5117.03,0.040003674,409.6683565
TX001365,AC00305,16.55,11-09-2023,17:05:00,Debit,Tucson,D000477,214.32.109.197,M009,Branch,26,Engineer,159,1,6089.79,0.002717663,419.6266319
TX001366,AC00338,91.32,10-11-2023,16:43:00,Debit,Milwaukee,D000353,49.29.37.185,M056,Branch,58,Engineer,77,1,2618.1,0.034880257,359.6420949
TX001367,AC00268,195.49,12-06-2023,16:34:00,Debit,Memphis,D000472,147.227.81.224,M016,ATM,31,Doctor,212,1,11988.12,0.016306977,510.6483333
TX001368,AC00363,49.62,07-12-2023,16:19:00,Debit,Portland,D000080,19.228.76.177,M055,ATM,55,Engineer,111,1,3841.42,0.012917098,332.6585185
TX001369,AC00316,487.16,02-01-2023,16:01:00,Credit,Los Angeles,D000361,156.96.135.18,M077,Branch,28,Student,84,1,321.21,1.516640204,671.6743981
TX001370,AC00167,405.6,08-08-2023,17:41:00,Debit,Tucson,D000643,36.77.94.252,M031,Online,37,Engineer,44,1,9754.73,0.041579828,453.602581
TX001371,AC00405,512.95,16-10-2023,17:08:00,Debit,Columbus,D000335,6.234.101.35,M066,Branch,57,Engineer,143,1,9584.52,0.05351859,384.6260301
TX001372,AC00098,345.94,09-10-2023,17:32:00,Debit,Portland,D000354,129.102.184.189,M100,ATM,31,Doctor,163,1,7624.56,0.045371799,391.6102199
TX001373,AC00116,356.56,09-10-2023,17:23:00,Debit,New York,D000399,157.130.28.27,M100,Online,47,Engineer,52,1,2485.73,0.143442771,391.6170833
TX001374,AC00267,10.31,13-01-2023,16:23:00,Debit,Louisville,D000072,74.58.165.67,M054,Online,36,Engineer,280,1,2137.9,0.004822489,660.6578472
TX001375,AC00447,211.69,20-10-2023,16:02:00,Debit,Atlanta,D000674,200.13.225.150,M066,Branch,30,Doctor,111,1,6412.85,0.033010284,380.6706366
TX001376,AC00042,221.49,13-09-2023,18:11:00,Credit,Oklahoma City,D000203,76.0.164.168,M052,Branch,23,Student,196,1,707.25,0.313170732,417.5836574
TX001377,AC00074,278.23,04-05-2023,17:49:00,Debit,Fresno,D000530,116.106.207.139,M019,Online,48,Engineer,83,1,8300.54,0.033519506,549.5973727
TX001378,AC00063,116.88,04-10-2023,17:10:00,Debit,Memphis,D000024,23.163.145.195,M026,ATM,45,Doctor,263,1,7717.34,0.015145115,396.625
TX001379,AC00085,328.77,03-04-2023,17:59:00,Credit,San Diego,D000133,101.120.142.50,M033,Online,39,Doctor,247,1,6967.03,0.047189405,580.5906713
TX001380,AC00126,77.53,25-07-2023,18:00:00,Debit,Louisville,D000522,203.245.215.62,M052,Branch,54,Retired,55,1,5158.6,0.015029272,467.588044
TX001381,AC00471,421.74,20-06-2023,17:07:00,Debit,San Jose,D000339,73.108.76.238,M014,Online,67,Doctor,103,1,12031.14,0.035054035,502.6272338
TX001382,AC00304,313.69,10-03-2023,16:35:00,Debit,Oklahoma City,D000211,53.131.194.183,M034,Branch,73,Retired,152,1,7093.68,0.044221053,604.6491898
TX001383,AC00242,411.72,20-06-2023,18:43:00,Debit,Washington,D000104,166.41.54.117,M014,Branch,29,Doctor,153,1,8539.86,0.048211563,502.5610185
TX001384,AC00261,508.73,14-07-2023,16:22:00,Debit,Chicago,D000316,172.184.35.29,M071,Branch,59,Retired,89,1,7640.57,0.066582729,478.6570949
TX001385,AC00338,153.08,27-11-2023,16:57:00,Debit,Omaha,D000637,130.29.230.16,M057,ATM,24,Student,201,1,1292.21,0.118463717,342.6335764
TX001386,AC00292,23.01,09-06-2023,18:33:00,Debit,Las Vegas,D000363,55.154.161.250,M090,Branch,63,Retired,166,1,5958.75,0.003861548,513.5667824
TX001387,AC00024,69.28,30-10-2023,16:36:00,Debit,Los Angeles,D000379,184.4.253.143,M070,Online,25,Student,129,1,708.74,0.097750938,370.6490394
TX001388,AC00441,51.25,29-08-2023,16:16:00,Credit,Austin,D000113,101.223.82.253,M044,Branch,28,Student,66,1,1744.4,0.029379729,432.6636227
TX001389,AC00412,407.65,07-08-2023,17:17:00,Debit,Denver,D000013,8.136.178.116,M095,ATM,25,Student,263,1,273.78,1.488969245,454.6187847
TX001390,AC00315,459.25,23-05-2023,16:44:00,Debit,Tucson,D000248,28.149.72.129,M043,Branch,25,Student,59,1,130.76,3.512159682,530.643912
TX001391,AC00120,301.56,09-02-2023,17:46:00,Debit,Seattle,D000014,155.37.19.43,M011,Branch,49,Doctor,118,1,10389.6,0.029025179,633.5996991
TX001392,AC00462,17.67,27-06-2023,17:50:00,Debit,San Diego,D000416,21.97.154.92,M061,Online,63,Doctor,91,1,1048.18,0.016857792,495.5976157
TX001393,AC00481,5.29,13-03-2023,18:24:00,Credit,San Francisco,D000121,62.27.235.199,M008,Online,32,Doctor,132,1,12896.68,0.000410183,601.5741204
TX001394,AC00166,401.37,18-09-2023,16:18:00,Debit,Los Angeles,D000404,1.198.76.182,M031,Branch,43,Engineer,251,1,8208.54,0.048896637,412.6620602
TX001395,AC00438,145.4,06-07-2023,17:53:00,Debit,Tucson,D000069,49.174.157.140,M044,Online,38,Engineer,24,1,5244.49,0.027724335,486.5946065
TX001396,AC00090,556.34,19-10-2023,16:34:00,Debit,Seattle,D000377,59.127.135.25,M031,Online,37,Doctor,46,1,11935.14,0.046613613,381.6478009
TX001397,AC00041,34.31,28-04-2023,16:55:00,Debit,Philadelphia,D000353,167.95.191.52,M094,ATM,24,Student,251,1,1484.76,0.023108112,555.636088
TX001398,AC00141,780.59,28-06-2023,17:58:00,Credit,Tucson,D000451,191.25.177.160,M058,Online,23,Student,145,1,6513.34,0.119844811,494.5890394
TX001399,AC00410,282.65,08-03-2023,17:42:00,Debit,Fort Worth,D000626,135.73.131.111,M012,ATM,35,Doctor,161,1,13801.15,0.020480177,606.6015625
TX001400,AC00362,305.27,27-09-2023,16:25:00,Debit,Las Vegas,D000657,57.166.147.242,M059,Online,68,Doctor,147,1,12958.65,0.023557238,403.6554745
TX001401,AC00315,185.81,20-09-2023,16:30:00,Debit,Austin,D000696,201.114.165.141,M033,Online,32,Doctor,116,1,9588.71,0.019377998,410.6528819
TX001402,AC00092,66.01,06-10-2023,18:39:00,Debit,Milwaukee,D000317,49.172.82.247,M042,Online,49,Engineer,179,1,3475.99,0.018990273,394.5607176
TX001403,AC00133,447.95,11-01-2023,17:27:00,Debit,Tucson,D000442,19.20.13.234,M002,Branch,29,Engineer,75,1,7544.4,0.059375166,662.6120833
TX001404,AC00069,279.3,22-06-2023,17:28:00,Debit,Oklahoma City,D000674,77.21.150.75,M079,ATM,19,Student,48,1,1193.61,0.233996029,500.610625
TX001405,AC00498,26.75,08-05-2023,16:25:00,Debit,Indianapolis,D000537,131.41.45.13,M096,Online,33,Doctor,27,1,12063.77,0.002217383,545.6541319
TX001406,AC00006,611.15,11-08-2023,17:12:00,Debit,Detroit,D000044,51.250.46.149,M009,ATM,27,Student,121,1,892.83,0.684508809,450.6228356
TX001407,AC00104,275.2,24-08-2023,17:13:00,Debit,New York,D000122,59.12.96.11,M058,Online,54,Engineer,81,1,1230.12,0.223718011,437.6223611
TX001408,AC00311,427.79,21-02-2023,17:42:00,Debit,San Jose,D000018,203.99.96.114,M016,Branch,18,Student,189,1,1479.67,0.289111761,621.6015278
TX001409,AC00144,469.13,04-12-2023,17:53:00,Credit,San Antonio,D000501,63.191.171.41,M009,ATM,54,Doctor,139,1,1265.28,0.370771687,335.5927431
TX001410,AC00157,102.81,04-12-2023,16:23:00,Debit,Seattle,D000076,21.28.32.1,M074,Branch,76,Retired,47,1,3228.87,0.031840861,335.656331
TX001411,AC00171,22.61,21-12-2023,17:56:00,Debit,Seattle,D000255,76.136.92.235,M099,Online,19,Student,145,1,1111.67,0.02033877,318.5907755
TX001412,AC00374,68.28,08-06-2023,18:54:00,Debit,Boston,D000649,148.112.151.27,M100,Online,56,Engineer,293,1,3213.16,0.021250109,514.5516204
TX001413,AC00219,33.65,18-09-2023,17:18:00,Credit,New York,D000470,49.31.186.82,M067,Online,63,Doctor,146,1,12719.93,0.002645455,412.6176042
TX001414,AC00405,362.68,16-01-2023,18:02:00,Credit,Miami,D000280,172.111.76.65,M014,ATM,63,Retired,137,1,2040.77,0.177717234,657.5862384
TX001415,AC00075,73.23,23-06-2023,16:41:00,Debit,San Francisco,D000128,66.226.179.193,M090,Branch,20,Student,172,1,1309.85,0.055907165,499.6464699
TX001416,AC00136,654.49,20-11-2023,16:31:00,Credit,Austin,D000380,167.104.180.235,M060,Online,25,Student,104,1,164.61,3.976003888,349.6507292
TX001417,AC00056,18.56,24-04-2023,17:04:00,Credit,Memphis,D000189,41.82.55.163,M094,Branch,49,Engineer,161,1,4230.37,0.004387323,559.6273032
TX001418,AC00368,389.05,06-01-2023,17:35:00,Debit,Dallas,D000379,7.105.184.86,M075,ATM,27,Student,41,1,761,0.511235217,667.6085648
TX001419,AC00261,7.38,15-03-2023,16:47:00,Debit,Houston,D000011,156.96.135.18,M076,Online,67,Retired,105,1,2923.83,0.002524087,599.6406597
TX001420,AC00090,109.48,26-06-2023,17:38:00,Debit,Baltimore,D000122,17.36.132.202,M008,Online,61,Retired,93,1,7372.47,0.01484984,496.6035185
TX001421,AC00297,66.91,30-01-2023,18:47:00,Debit,Seattle,D000509,51.196.87.214,M047,ATM,39,Doctor,85,1,871.1,0.076810929,643.557662
TX001422,AC00144,335.48,02-03-2023,16:06:00,Debit,Oklahoma City,D000211,107.247.202.71,M040,Branch,45,Engineer,155,1,3023.16,0.110969978,612.6669792
TX001423,AC00207,38.14,28-12-2023,16:51:00,Debit,Albuquerque,D000572,113.134.242.82,M026,Online,19,Student,174,1,1119.21,0.034077608,311.6379514
TX001424,AC00443,1076.98,20-12-2023,18:12:00,Debit,Detroit,D000474,49.31.186.82,M090,Branch,60,Doctor,173,1,11833.73,0.091009344,319.5813426
TX001425,AC00179,360.02,09-02-2023,16:29:00,Debit,Dallas,D000072,49.31.186.82,M004,Online,68,Retired,68,1,6400.59,0.05624794,633.6526273
TX001426,AC00175,567.71,06-02-2023,18:39:00,Debit,Memphis,D000605,6.204.110.7,M086,Online,63,Doctor,80,1,13884.24,0.040888806,636.5633912
TX001427,AC00386,218.19,23-05-2023,16:29:00,Debit,Austin,D000626,165.35.58.173,M078,ATM,19,Student,185,1,620.83,0.351448867,530.6534259
TX001428,AC00067,209.99,07-09-2023,17:19:00,Debit,Denver,D000381,125.89.163.224,M014,ATM,19,Student,40,1,1938.01,0.108353414,423.6196528
TX001429,AC00369,11.02,13-11-2023,16:32:00,Debit,Tucson,D000320,203.174.215.229,M008,Branch,19,Student,280,1,964.79,0.011422175,356.6486458
TX001430,AC00257,83.43,30-05-2023,16:28:00,Debit,New York,D000627,23.255.214.209,M012,Online,56,Retired,109,1,1870.16,0.044611156,523.6547685
TX001431,AC00059,344.97,20-03-2023,17:30:00,Debit,Austin,D000264,214.67.148.245,M050,Online,34,Doctor,106,1,5577.94,0.061845412,594.6102662
TX001432,AC00341,172.29,30-01-2023,17:22:00,Debit,El Paso,D000474,72.128.135.172,M034,ATM,36,Engineer,283,1,8700.8,0.019801627,643.6153125
TX001433,AC00357,195.54,17-07-2023,16:05:00,Debit,Omaha,D000144,161.195.172.148,M039,Online,60,Retired,255,1,2794.66,0.069969155,475.6691898
TX001434,AC00455,101.23,04-08-2023,18:34:00,Debit,Colorado Springs,D000696,171.150.178.172,M015,Online,45,Engineer,87,1,6169.71,0.016407578,457.5643634
TX001435,AC00346,180.46,13-03-2023,16:26:00,Debit,Fresno,D000456,147.114.91.132,M001,ATM,25,Student,34,1,831.75,0.216964232,601.656169
TX001436,AC00118,692.55,07-03-2023,16:51:00,Debit,Charlotte,D000577,180.224.54.115,M058,Branch,53,Retired,109,1,2451.56,0.282493596,607.6393519
TX001437,AC00275,147.31,12-06-2023,17:10:00,Credit,Mesa,D000059,100.4.40.132,M005,Online,34,Doctor,92,1,13625.52,0.010811331,510.6232755
TX001438,AC00028,107.48,07-02-2023,17:38:00,Debit,Los Angeles,D000624,120.32.147.210,M058,Branch,20,Student,103,1,1379.39,0.0779185,635.6068171
TX001439,AC00179,1831.02,15-09-2023,17:31:00,Credit,Columbus,D000246,141.121.30.32,M012,Online,62,Doctor,83,1,11498.01,0.159246687,415.6105324
TX001440,AC00090,81.51,10-08-2023,16:10:00,Debit,Washington,D000079,192.95.36.246,M059,Branch,25,Student,97,1,865.49,0.094177865,451.6645023
TX001441,AC00367,365.48,22-05-2023,17:59:00,Credit,Seattle,D000310,44.197.126.59,M082,Online,76,Retired,216,1,7147.4,0.051134678,531.5913889
TX001442,AC00441,491.1,05-06-2023,16:08:00,Credit,Houston,D000408,175.210.47.87,M067,Online,35,Engineer,125,1,7833.85,0.062689482,517.6659144
TX001443,AC00266,452.8,24-11-2023,16:45:00,Debit,Los Angeles,D000527,211.45.75.44,M034,Branch,80,Retired,151,1,4840.67,0.09354077,345.640544
TX001444,AC00072,645.04,22-12-2023,17:08:00,Debit,Memphis,D000515,10.191.172.154,M014,Branch,70,Retired,78,1,7361.47,0.087623803,317.6240046
TX001445,AC00245,169.28,27-03-2023,18:08:00,Debit,Philadelphia,D000227,218.238.171.184,M057,Branch,45,Doctor,114,1,5128.44,0.033008088,587.5859722
TX001446,AC00119,88.42,18-10-2023,16:28:00,Debit,El Paso,D000443,37.143.57.20,M096,ATM,62,Doctor,91,1,12381.45,0.007141328,382.6534259
TX001447,AC00061,155.53,24-03-2023,17:04:00,Debit,Baltimore,D000507,77.21.150.75,M041,ATM,29,Engineer,66,1,4008.05,0.038804406,590.6278241
TX001448,AC00080,991.82,04-12-2023,16:16:00,Debit,Milwaukee,D000496,62.152.134.92,M042,Online,43,Engineer,300,1,3493.13,0.283934466,335.6624074
TX001449,AC00254,39.24,14-11-2023,18:33:00,Debit,Dallas,D000164,214.67.148.245,M095,ATM,77,Retired,106,1,6462.41,0.006072038,355.5678935
TX001450,AC00218,152.01,23-02-2023,16:41:00,Debit,Fort Worth,D000407,80.75.92.66,M095,ATM,42,Engineer,111,3,4625.12,0.032866174,619.6453588
TX001451,AC00268,78.77,08-05-2023,18:36:00,Credit,Las Vegas,D000301,64.15.0.66,M085,ATM,48,Engineer,50,1,6470.57,0.01217358,545.5622917
TX001452,AC00460,26.5,08-02-2023,16:42:00,Debit,Indianapolis,D000175,9.230.41.239,M063,Online,48,Engineer,179,1,4854.83,0.005458482,634.641956
TX001453,AC00257,83.62,22-06-2023,17:18:00,Debit,Raleigh,D000554,202.21.120.44,M069,ATM,48,Doctor,146,1,12652.22,0.006609117,500.6207986
TX001454,AC00398,142.78,09-05-2023,16:40:00,Debit,San Diego,D000499,80.75.92.66,M021,Branch,68,Doctor,150,1,11705.88,0.012197289,544.646875
TX001455,AC00162,55.99,13-11-2023,16:16:00,Debit,El Paso,D000525,215.97.143.157,M037,ATM,35,Doctor,95,1,932.61,0.060035813,356.6603704
TX001456,AC00015,774.48,06-03-2023,16:12:00,Debit,Louisville,D000233,76.136.92.235,M013,Branch,61,Doctor,31,1,11613.58,0.066687447,608.66375
TX001457,AC00462,105.37,11-05-2023,18:31:00,Debit,Sacramento,D000327,164.75.163.220,M043,ATM,25,Student,160,1,1068.55,0.098610266,542.5683333
TX001458,AC00218,118.83,26-06-2023,16:10:00,Debit,Virginia Beach,D000321,190.251.45.32,M039,Online,28,Student,295,1,1616.3,0.073519767,496.6653125
TX001459,AC00217,46.22,13-11-2023,16:41:00,Debit,San Jose,D000638,49.31.186.82,M049,Branch,23,Student,217,1,471.28,0.098073332,356.6443287
TX001460,AC00460,659.71,05-05-2023,16:10:00,Credit,San Jose,D000095,150.83.4.238,M052,Branch,21,Student,148,1,106.86,6.173591615,548.6660648
TX001461,AC00068,377.97,17-11-2023,16:50:00,Debit,Miami,D000195,138.87.180.254,M028,Online,72,Retired,160,1,2457.1,0.153827683,352.639537
TX001462,AC00214,114.1,22-05-2023,17:45:00,Debit,Boston,D000275,65.149.11.248,M024,Branch,69,Retired,148,1,5882.12,0.019397768,531.6015856
TX001463,AC00266,11.3,01-12-2023,16:33:00,Credit,Louisville,D000528,10.191.172.154,M044,Online,55,Retired,41,1,1938.99,0.005827776,338.6497917
TX001464,AC00193,95.5,22-05-2023,16:24:00,Debit,Omaha,D000362,177.116.108.246,M031,Online,57,Retired,17,1,4079.09,0.023412085,531.6557523
TX001465,AC00132,130.93,08-02-2023,16:52:00,Credit,Houston,D000417,193.221.15.59,M061,Branch,28,Engineer,149,1,860.12,0.152222946,634.6382986
TX001466,AC00241,272.97,17-04-2023,18:42:00,Debit,Boston,D000638,66.226.179.193,M033,Online,68,Retired,174,1,7811.31,0.034945483,566.5617361
TX001467,AC00015,73.35,13-03-2023,16:33:00,Debit,San Francisco,D000340,9.230.41.239,M093,Branch,24,Student,47,1,1181.84,0.062064239,601.6500926
TX001468,AC00352,29.94,13-10-2023,16:22:00,Debit,San Francisco,D000266,3.77.114.6,M063,ATM,58,Doctor,243,1,10915.54,0.002742879,387.6596412
TX001469,AC00396,307.24,02-11-2023,16:05:00,Debit,San Jose,D000584,17.87.7.140,M096,ATM,19,Student,136,2,1670.72,0.183896763,367.669456
TX001470,AC00174,50.52,16-10-2023,16:29:00,Debit,Boston,D000377,151.247.130.190,M029,Online,20,Student,140,1,1121.19,0.045059267,384.6524653
TX001471,AC00024,820.46,03-04-2023,16:22:00,Credit,Fort Worth,D000185,89.21.156.229,M041,Online,53,Engineer,243,1,5621.86,0.145941023,580.658044
TX001472,AC00250,153.07,03-04-2023,18:37:00,Debit,Detroit,D000503,92.214.76.157,M034,ATM,56,Engineer,116,1,8873.43,0.017250376,580.5653819
TX001473,AC00373,52.94,12-06-2023,17:36:00,Debit,Tucson,D000160,98.255.160.110,M052,Branch,41,Doctor,146,1,6990.92,0.00757268,510.6074421
TX001474,AC00030,384.41,17-04-2023,16:53:00,Debit,Jacksonville,D000289,168.55.199.214,M093,ATM,60,Engineer,65,1,7831.56,0.049084729,566.6366204
TX001475,AC00422,235.42,10-07-2023,18:34:00,Debit,Phoenix,D000424,105.87.212.115,M060,Branch,51,Retired,175,1,6173.23,0.038135628,482.5671759
TX001476,AC00229,114.23,07-06-2023,17:35:00,Debit,Dallas,D000213,106.244.1.47,M089,ATM,56,Doctor,64,1,9523.72,0.011994263,515.6046875
TX001477,AC00002,12.62,05-05-2023,16:35:00,Debit,El Paso,D000475,93.160.83.196,M068,Branch,33,Doctor,61,1,6420.47,0.001965588,548.6481366
TX001478,AC00227,997.37,22-12-2023,18:24:00,Debit,Fort Worth,D000629,32.71.250.58,M053,ATM,23,Student,145,1,1146.09,0.870237067,317.5717824
TX001479,AC00393,373.52,25-09-2023,16:23:00,Debit,Colorado Springs,D000673,219.31.152.129,M026,ATM,35,Engineer,235,1,6430.41,0.058086498,405.6582523
TX001480,AC00042,336.05,24-04-2023,17:18:00,Debit,San Antonio,D000044,89.237.88.251,M019,Branch,28,Student,164,1,1635.05,0.205528883,559.6207755
TX001481,AC00111,366.93,11-12-2023,18:43:00,Debit,Houston,D000697,45.182.28.148,M078,Online,66,Retired,33,1,6697.79,0.054783742,328.5614931
TX001482,AC00178,112.27,19-10-2023,17:34:00,Debit,Seattle,D000690,199.6.127.153,M007,Branch,58,Doctor,102,1,7369.89,0.015233606,381.6086806
TX001483,AC00218,494.96,31-03-2023,16:34:00,Debit,Sacramento,D000320,45.182.28.148,M067,ATM,40,Engineer,132,1,6903.68,0.071695096,583.6485648
TX001484,AC00198,561.58,23-06-2023,17:38:00,Debit,Sacramento,D000229,170.154.69.105,M022,Online,65,Doctor,23,1,11748.86,0.04779868,499.6028472
TX001485,AC00060,440.94,13-09-2023,18:38:00,Debit,San Antonio,D000133,189.20.224.220,M008,Online,42,Doctor,148,1,7303.23,0.060376025,417.5645255
TX001486,AC00397,71.9,20-02-2023,16:28:00,Debit,Los Angeles,D000553,136.172.149.77,M013,Branch,29,Doctor,51,1,10619.35,0.006770659,622.6551852
TX001487,AC00338,256.66,17-07-2023,17:08:00,Credit,Raleigh,D000377,101.223.82.253,M045,Online,54,Retired,137,1,1794.5,0.143025913,475.624213
TX001488,AC00101,166.55,13-07-2023,17:51:00,Credit,Houston,D000386,148.25.159.90,M065,Branch,59,Doctor,99,1,12970.21,0.012840964,479.5957407
TX001489,AC00384,276.26,13-02-2023,17:04:00,Debit,Louisville,D000307,97.106.5.76,M024,Branch,56,Doctor,143,1,120.89,2.285217967,629.6298264
TX001490,AC00368,35.46,18-07-2023,16:38:00,Debit,Indianapolis,D000674,83.80.89.29,M073,ATM,67,Doctor,164,1,5692.31,0.006229457,474.6472338
TX001491,AC00233,38.14,07-04-2023,16:16:00,Debit,Portland,D000016,160.212.125.105,M072,Branch,50,Engineer,165,1,9879.87,0.003860375,576.6606019
TX001492,AC00375,506.26,18-12-2023,18:26:00,Credit,Baltimore,D000670,200.136.146.93,M014,ATM,64,Retired,86,1,6266.65,0.080786385,321.5734491
TX001493,AC00277,736.32,12-04-2023,17:06:00,Debit,Indianapolis,D000503,64.15.0.66,M054,Online,31,Doctor,28,1,14268.95,0.051602956,571.6279745
TX001494,AC00202,389.43,27-11-2023,18:01:00,Credit,Austin,D000485,10.144.131.89,M005,ATM,52,Engineer,151,1,6449.83,0.060378336,342.5896991
TX001495,AC00142,25.58,16-11-2023,16:33:00,Debit,Omaha,D000083,194.29.57.163,M048,ATM,60,Engineer,166,1,6741.41,0.003794458,353.6479977
TX001496,AC00178,446.1,19-09-2023,17:45:00,Debit,Seattle,D000444,78.69.172.205,M068,ATM,25,Student,243,1,1008.44,0.442366427,411.5994329
TX001497,AC00130,147.74,05-09-2023,16:52:00,Debit,Raleigh,D000064,12.246.170.239,M034,Branch,23,Student,15,1,1711.78,0.08630782,425.6390278
TX001498,AC00018,1228.81,20-02-2023,16:36:00,Debit,San Francisco,D000381,63.191.171.41,M034,ATM,26,Student,254,1,1821,0.674799561,622.6475579
TX001499,AC00293,46.23,29-05-2023,17:45:00,Debit,Fresno,D000350,34.86.220.205,M015,Online,77,Retired,282,1,5107.75,0.009050952,524.6002315
TX001500,AC00449,265.37,26-05-2023,17:56:00,Debit,Washington,D000633,173.252.44.183,M013,Branch,33,Engineer,77,1,5229.95,0.050740447,527.5923958
TX001501,AC00496,342.57,03-02-2023,17:10:00,Debit,Boston,D000345,64.15.0.66,M100,Online,20,Student,91,1,339.16,1.010054252,639.6248958
TX001502,AC00370,417.26,27-02-2023,17:01:00,Credit,New York,D000183,17.36.132.202,M049,Online,32,Doctor,45,1,10442.48,0.039957941,615.6322801
TX001503,AC00341,33.63,03-11-2023,16:50:00,Debit,Columbus,D000556,141.241.241.128,M024,Online,63,Retired,76,1,4324.4,0.007776801,366.6393981
TX001504,AC00400,64.58,04-12-2023,18:06:00,Debit,El Paso,D000647,21.190.11.223,M056,Branch,55,Retired,173,1,6292.29,0.010263354,335.5867708
TX001505,AC00301,23.23,20-04-2023,16:34:00,Credit,Miami,D000573,156.96.135.18,M064,Branch,21,Student,122,1,269.01,0.086353667,563.6492477
TX001506,AC00249,160.52,07-08-2023,16:15:00,Credit,Jacksonville,D000254,98.255.160.110,M034,ATM,78,Retired,112,1,5379.25,0.029840591,454.6617361
TX001507,AC00239,278.88,29-09-2023,16:53:00,Debit,Kansas City,D000350,184.185.209.72,M001,Branch,64,Doctor,179,2,1334.09,0.209041369,401.6364583
TX001508,AC00419,285.49,11-08-2023,18:42:00,Credit,Charlotte,D000498,41.82.55.163,M071,Branch,53,Doctor,109,1,6366.84,0.04484014,450.5625463
TX001509,AC00435,71.87,16-01-2023,18:03:00,Debit,Nashville,D000039,110.247.153.70,M057,ATM,22,Student,258,1,1839.1,0.039078897,657.5896412
TX001510,AC00012,308.8,26-12-2023,16:08:00,Debit,Baltimore,D000256,65.164.3.100,M018,ATM,53,Retired,41,1,3966.54,0.077851226,313.6674537
TX001511,AC00438,135.35,28-07-2023,18:42:00,Debit,Houston,D000219,218.54.207.160,M098,Branch,33,Engineer,82,1,9983.36,0.01355756,464.5587153
TX001512,AC00345,288.43,08-05-2023,16:37:00,Debit,Phoenix,D000136,7.105.184.86,M075,Branch,66,Retired,72,1,4577.09,0.063016021,545.6466088
TX001513,AC00026,147.46,12-10-2023,16:58:00,Credit,Albuquerque,D000380,78.69.172.205,M071,Online,65,Doctor,205,1,7458.03,0.019771977,388.6340972
TX001514,AC00416,214.15,30-10-2023,17:07:00,Debit,Detroit,D000531,210.228.226.64,M064,Branch,32,Engineer,217,1,6397.29,0.033475112,370.6271412
TX001515,AC00272,71.34,28-08-2023,16:00:00,Debit,Miami,D000256,188.225.207.71,M021,Online,49,Engineer,144,3,6345.03,0.011243446,433.6734144
TX001516,AC00468,170.36,27-03-2023,16:56:00,Debit,Indianapolis,D000225,133.63.96.21,M091,ATM,30,Doctor,118,1,6034.73,0.028229929,587.6339699
TX001517,AC00040,965.66,18-12-2023,17:22:00,Debit,Raleigh,D000244,81.102.230.41,M009,ATM,53,Engineer,32,1,765.81,1.260965514,321.6157639
TX001518,AC00302,736.53,10-05-2023,17:05:00,Debit,Philadelphia,D000548,219.193.239.152,M065,ATM,55,Engineer,120,1,9826.26,0.074955273,543.628125
TX001519,AC00271,213.42,27-07-2023,17:30:00,Debit,Columbus,D000536,133.67.250.163,M052,ATM,45,Engineer,17,1,3736.38,0.057119458,465.6119444
TX001520,AC00495,94.09,12-09-2023,16:32:00,Debit,Miami,D000429,116.237.223.50,M042,Branch,27,Student,203,1,646.85,0.145458762,418.6516204
TX001521,AC00246,91.23,15-05-2023,16:13:00,Debit,Boston,D000184,32.240.176.64,M003,ATM,72,Retired,86,1,6385.12,0.014287907,538.6629051
TX001522,AC00139,263.92,26-07-2023,17:56:00,Credit,San Diego,D000568,32.240.176.64,M074,Branch,57,Retired,233,1,4161.71,0.06341624,466.5929282
TX001523,AC00298,77.5,23-05-2023,16:44:00,Credit,Fort Worth,D000333,198.166.198.233,M061,Online,51,Doctor,201,1,11079.77,0.00699473,530.6412037
TX001524,AC00246,3.65,13-02-2023,17:48:00,Debit,Miami,D000115,21.28.32.1,M098,Online,69,Doctor,146,1,10017.11,0.000364377,629.5989005
TX001525,AC00323,43.88,13-11-2023,17:43:00,Credit,Seattle,D000349,139.23.212.102,M038,Online,26,Student,251,1,1644.09,0.026689536,356.6005093
TX001526,AC00310,591.98,28-04-2023,16:32:00,Debit,El Paso,D000560,7.146.35.122,M069,ATM,28,Student,132,1,387.65,1.527099187,555.6496991
TX001527,AC00083,224.79,22-08-2023,16:34:00,Debit,Boston,D000208,3.11.254.2,M063,Online,18,Student,129,1,528.38,0.425432454,439.6498958
